mineral_name,mineral_frequency,sample_label,rock_name,classification,latitude,longitude,doi/ref,igsn,analytical_method,data_source,SiO2,TiO2,Al2O3,FeO,MnO,MgO,Cr2O3,Fe2O3,CaO,Na2O,K2O,P2O5,NiO,BaO,CO2,(SO3)2-,SO2,PbO,SrO,ZrO2,Nb2O5,B2O3,WO3,As2O5,ZnO,MoO3,CuO,CdO,Mn2O3,Cu2O,SnO,BeO,SnO2,H2O,F,Cl,Si,Ti,Al,Fe,S,Cu,Pb,Zn,Co,Ni,As,Ag,Sb,Hg,Bi,Te,Mo,Mn,Mg,Ca,Na,K,Cr,Sr,Ba,Y2O3,Sc2O3,La2O3,Ce2O3,Pr2O3,Nd2O3,Sm2O3,Gd2O3,Dy2O3,ThO2,UO2,Tb2O3,ThO2.1,Tb2O3.1,ThO2 ,Tb2O3 
ilmenite,Very common,samp. H2.207,"Dacite, hypersthene-hornblende",Not given,38.2,139.5,[8405] UI T. (1971),Not given,Not given,GEOROC,2.71,41.3,0.95,31.34,1.29,1.1,,20.71,0.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ilmenite,Very common,samp. 1081/1/1,Basalt,Not given,23.0,18.5,[19273] RADIVOJEVIC M. (2015),Not given,Not given,GEOROC,,51.53,,40.36,0.53,3.06,,4.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ilmenite,Very common,samp. OMEGA,Not given,Not given,-39.0,176.0,[19644] BARKER S. J. (2015),Not given,Not given,GEOROC,0.001,44.43158294,0.2306666667,16.71905493,0.6313333333,2.479333333,,34.91132114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ilmenite,Very common,samp. D47_PC02,Dacite,Not given,-35.0,-179.0,[17055] BARKER S. J. (2013),Not given,Not given,GEOROC,0.024,41.546,0.255,21.86331725,0.923,3.003,0.01,31.11420126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ilmenite,Very common,137 LOMROG09-PC01 240.4-242.4 cm 12,Not given,Not given,88.54,133.48,https://doi.org/10.1594/PANGAEA.870973,Not Given,EPMA,Pangaea,,55.64,0.145,43.945,0.143,0.083,0.126,,0.077,0.036,0.026,,,,,,,,,0.071,,,,,,,,,,,,,,,,0.024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ilmenite,Very common,samp. KP4-271,Pumice,Not given,44.0,144.0,[22456] MATSUMOTO A. (2018),Not given,Not given,GEOROC,0.065,44.077,0.176,33.92544242,1.29,2.487,,18.54337806,0.039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ilmenite,Very common,samp. 36158,Hawaiite,Not given,-52.5,169.17,[11197] MORRIS P. A. (1984),Not given,Not given,GEOROC,,49.83,0.1,42.45,0.55,2.15,,4.88,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ilmenite,Very common,samp. MER06,Theralite,Not given,24.833,72.517,[21099] PANDE K. (2017),Not given,Not given,GEOROC,,50.61078,,40.40874343,1.310841,2.126899,,5.023765128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ilmenite,Very common,samp. KP4-147,Scoria,Not given,43.8708,144.4232,[22456] MATSUMOTO A. (2018),Not given,Not given,GEOROC,0.042,38.97,0.25,29.7479653,1.1,2.351,0.003,27.14682763,,,,,0.033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ilmenite,Very common,samp. ZK4503-7,Clinopyroxenite,Not given,39.5336,78.935,[21915] ZHANG DONGYANG (2018),Not given,Not given,GEOROC,0.03,51.95,0.05,40.68,0.77,2.97,0.04,3.83,0.01,,,,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ilmenite,Very common,samp. ROM-239,Kimberlite,Not given,-28.810833,27.42195,[17477] MOORE R. O. (1992),Not given,Not given,GEOROC,,49.73,0.22,29.09,0.23,8.64,0.94,10.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ilmenite,Very common,samp. LOW-BARHYOLITE,Rhyolite,Not given,37.62,-118.75,[5797] VOGEL T. A. (1989),Not given,Not given,GEOROC,,45.25,0.12,37.26,0.24,1.79,,14.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ilmenite,Very common,samp. D57,Basalt,Not given,21.5,70.5,[1971] MELLUSO L. (1995),Not given,Not given,GEOROC,,51.28,,43.91,0.62,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ilmenite,Very common,432 LOMROG_09-PC01_67.3-70.3 cm 14,Not given,Not given,88.54,133.48,https://doi.org/10.1594/PANGAEA.870973,Not Given,EPMA,Pangaea,2.86,49.806,1.735,41.945,1.828,0.187,,,,0.055,0.495,,,,,,,,,,,,,,,,,,,,,,,,,0.009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ilmenite,Very common,samp. AJ-63,Not given,Not given,28.3,-16.6,[17505] DAVILA-HARRIS P. (2013),Not given,Not given,GEOROC,,48.026,0.164,31.32958223,2.174,5.401,0.002,12.17861106,0.034,0.037,0.014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ilmenite,Very common,samp. ILM28TS5,Pumice,Not given,19.024,-98.623,[8497] WITTER J. B. (2005),Not given,Not given,GEOROC,0.04,35.03,0.32,27.7635249,0.14,2.12,0.33,33.87415373,0.01,,,,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ilmenite,Very common,samp. AJE-69,Not given,Not given,-28.3506,24.3981,[23446] FITZPAYNE A. (2018),Not given,Not given,GEOROC,,48.78,0.05,33.21,0.4,5.75,0.46,11.03,0.03,,,,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ilmenite,Very common,samp. KP4-169,Pumice,Not given,43.8638,144.0763,[22456] MATSUMOTO A. (2018),Not given,Not given,GEOROC,0.038,38.458,0.263,29.4671349,1.018,2.315,,27.63228981,0.004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ilmenite,Very common,samp. 1204,Rhyodacite,Not given,42.88,-121.96,[3645] NAKADA S. (1994),Not given,Not given,GEOROC,0.06,43.9,0.17,34.7,0.69,2.3,,17.8,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ilmenite,Very common,samp. 6,Rhyolite,Not given,38.75,-112.74,[16387] CRECRAFT H. R. (1981),Not given,Not given,GEOROC,,48.0,0.01,41.1,1.19,0.39,0.01,9.82,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ilmenite,Very common,samp. BMR 80210125,"Lamproite, leucite",Not given,-18.4,123.8,[18326] JAQUES A. L. (1986),Not given,Not given,GEOROC,0.1,55.03,,35.5,0.56,7.4,,0.31,0.2,,,,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ilmenite,Very common,samp. KP4-168,Pumice,Not given,43.8638,144.0763,[22456] MATSUMOTO A. (2018),Not given,Not given,GEOROC,0.014,39.723,0.463,28.55798499,0.689,3.587,,26.75206467,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ilmenite,Very common,samp. FAIALT,Trachyte,Not given,38.58,-28.7,[872] WOLFF J. A. (1983),Not given,Not given,GEOROC,0.31,47.37,0.3,33.27,,5.43,,12.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ilmenite,Very common,samp. KFDX-3,Not given,Not given,-28.4,24.7,[22637] FITZPAYNE A. (2018),Not given,Not given,GEOROC,,57.31,,25.38,0.37,14.22,1.63,0.16,0.17,,,,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ilmenite,Very common,samp. KP4-169,Pumice,Not given,43.8638,144.0763,[22456] MATSUMOTO A. (2018),Not given,Not given,GEOROC,0.218,38.553,0.3,29.82773651,1.082,2.217,,28.21184244,,,,,0.043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ilmenite,Very common,samp. AN 103,Basaltic-andesite,Not given,32.0,-9.0,[23135] MARZOLI A. (2019),Not given,Not given,GEOROC,0.05,48.72,0.04,42.27,0.91,0.23,0.03,6.65,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ilmenite,Very common,samp. 17127,Peridotite,Not given,52.2386,102.9669,[26667] GLADKOCHUB D. P. (2023),Not given,Not given,GEOROC,,50.03,,31.25622374,1.23,7.01,0.8,10.02812256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ilmenite,Very common,samp. NM-TP3,Basaltic-andesite,Not given,48.71592,-121.84698,[15956] MOORE N. E. (2012),Not given,Not given,GEOROC,,45.96,0.0843,38.21394834,0.3947,1.5801,0.0391,12.87613046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ilmenite,Very common,samp. KP4-99,Pumice,Not given,43.7765,144.4332,[22456] MATSUMOTO A. (2018),Not given,Not given,GEOROC,0.06,38.747,0.279,29.55942114,1.081,2.365,0.003,26.80730624,,,,,0.036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ilmenite,Very common,samp. KP4-99,Pumice,Not given,43.7765,144.4332,[22456] MATSUMOTO A. (2018),Not given,Not given,GEOROC,0.192,38.613,0.274,29.71398015,1.084,2.306,,26.82560313,0.007,,,,0.019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ilmenite,Very common,samp. AJ-60,Not given,Not given,28.3,-16.6,[17505] DAVILA-HARRIS P. (2013),Not given,Not given,GEOROC,,48.201,0.184,31.43349661,2.122,5.485,,11.95865939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ilmenite,Very common,samp. MGR-59-B4-A-032,Kimberlite,Not given,-9.3779,20.2963,[21507] CASTILLO-OLIVER M. (2017),Not given,Not given,GEOROC,,44.89,0.46,28.32544566,0.18,6.86,0.76,17.78662272,,,,,,,,,,,,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ilmenite,Very common,samp. HGI-14,"Clinopyroxenite, olivine",Not given,26.65,101.98,[14606] PANG KWAN-NANG (2010),Not given,Not given,GEOROC,,51.05,,41.29,0.63,3.57,0.07,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ilmenite,Very common,samp. 71475B,"Lamproite, olivine",Not given,-18.4,123.8,[20203] JAQUES A. L. (2016),Not given,Not given,GEOROC,0.17,53.31,,39.68,1.51,3.62,,0.82,0.41,,,,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ilmenite,Very common,samp. GL-15,Iron ore,Not given,-9.0,-38.0,[25499] LAGES G. A. (2016),Not given,Not given,GEOROC,0.035,49.612,0.019,39.50543043,0.915,2.378,0.067,6.419776602,,0.024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ilmenite,Very common,samp. KP4-90,Scoria,Not given,43.8683,144.6491,[22456] MATSUMOTO A. (2018),Not given,Not given,GEOROC,0.014,38.2,0.282,29.31017857,1.048,2.239,0.01,28.66584518,0.005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ilmenite,Very common,samp. YALI LOWER PUMICE UNIT,Rhyolite,Not given,36.66,27.12,[23469] POPA R.-G. (2019),Not given,Not given,GEOROC,,46.46,0.1568,37.19839989,0.7939,2.12,0.0275,12.31550946,0.0096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ilmenite,Very common,161 LOMROG_09-PC01_39.5-42 cm 52,Not given,Not given,88.54,133.48,https://doi.org/10.1594/PANGAEA.870973,Not Given,EPMA,Pangaea,0.03,51.626,0.183,45.77,1.815,0.15,0.088,,0.023,0.183,0.029,0.072,,,,,,,,,,,,,,,,,,,,,,,,0.024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ilmenite,Very common,samp. D33_PC04,Dacite,Not given,-30.22,-178.55,[17055] BARKER S. J. (2013),Not given,Not given,GEOROC,0.015,46.076,0.177,13.43340123,1.084,2.2,,36.40451136,0.033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ilmenite,Very common,samp. NP-009,"Tonalite, amphibole-biotite",Not given,-18.3352,12.0976,[26580] JANOUSEK V. (2023),Not given,Not given,GEOROC,,52.389,,39.82,6.847,,,,0.136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ilmenite,Very common,samp. R,Not given,Not given,-39.0,176.0,[19644] BARKER S. J. (2015),Not given,Not given,GEOROC,0.009,47.17318948,0.09633333333,10.77398203,1.241,1.355,,38.76787196,0.004666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ilmenite,Very common,samp. KP4-110,Scoria,Not given,43.7765,144.4332,[22456] MATSUMOTO A. (2018),Not given,Not given,GEOROC,0.021,38.762,0.264,29.52436374,1.103,2.378,,28.05216417,0.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ilmenite,Very common,samp. RM 11C,Rhyolite,Not given,-30.4,-53.9,[16461] MATOS D. F. (2002),Not given,Not given,GEOROC,,48.7,0.05,41.02,2.8,,0.05,7.07,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ilmenite,Very common,samp. KP4-150,Pumice,Not given,43.8638,144.0763,[22456] MATSUMOTO A. (2018),Not given,Not given,GEOROC,0.009,37.98,0.264,29.01883838,1.028,2.302,,28.89068671,,,,,0.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ilmenite,Very common,GR1715,Plutonic rocks,Igneous,40.9626,25.723,https://doi.org/10.1594/PANGAEA.922961,Not Given,EPMA,Pangaea,,48.531,,46.531,5.277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ilmenite,Very common,samp. 17GR1-760-5,"Megacryst, ilmenite, xenolith",Not given,65.507,41.393,[24883] KARGIN A. V. (2021),Not given,Not given,GEOROC,0.02,52.25,0.48,19.13,0.19,15.43,2.97,7.96,0.01,,,,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ilmenite,Very common,samp. AJ-67,Not given,Not given,28.3,-16.6,[17505] DAVILA-HARRIS P. (2013),Not given,Not given,GEOROC,0.033,48.397,0.053,34.51625507,4.577,2.471,0.036,9.360597183,0.015,,0.021,,0.013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ilmenite,Very common,samp. TEQ-34,Dacite,Not given,20.83,-103.9967,[14981] CRABTREE S. M. (2011),Not given,Not given,GEOROC,0.027,49.277,0.126,38.97884482,1.106,2.081,0.021,7.992750017,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ilmenite,Very common,samp. AN 16,Basaltic-andesite,Not given,31.5469,-7.6708,[23135] MARZOLI A. (2019),Not given,Not given,GEOROC,0.1,50.8,0.06,44.53,0.35,0.46,,2.32,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ilmenite,Very common,samp. HDSA5,Gabbro,Not given,-7.93,-14.37,[834] HARRIS C. (1983),Not given,Not given,GEOROC,,48.0,0.53,33.33,0.47,5.31,,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ilmenite,Very common,samp. MS 27-5:4A,Not given,Not given,45.33,-61.83,[9436] MURPHY J. B. (2006),Not given,Not given,GEOROC,,51.67,,46.1,2.51,0.05,0.36,,0.14,0.01,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ilmenite,Very common,samp. O-40,Not given,Not given,58.0,157.5,[12935] LEDNEVA G. V. (2006),Not given,Not given,GEOROC,,50.08,,36.39,0.59,0.56,,12.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ilmenite,Very common,Skaergaard_01-44,Nan,Not given,68.1683,-31.7169,https://doi.org/10.1016/j.chemgeo.2013.10.035,Not Given,Core,Pangaea,,51.91,,44.65,0.5,2.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ilmenite,Very common,samp. KG-804,Not given,Not given,68.1,-31.5,[5759] JANG Y. D. (2003),Not given,Not given,GEOROC,0.24,50.98,0.14,42.8,1.16,1.44,,3.96,0.11,0.02,,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ilmenite,Very common,samp. COR-ENC1,Gabbro,Not given,39.6731,-31.1215,[17181] LARREA P. (2013),Not given,Not given,GEOROC,0.04,50.94,0.21,34.66,0.51,6.05,0.03,7.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ilmenite,Very common,samp. LSC1,Andesite,Not given,-23.22,-67.44,[26666] DARE S. A. S. (2014),Not given,Not given,GEOROC,0.027,40.297,1.138,31.585,0.306,2.91,0.096,22.296,,,,,0.05295042318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ilmenite,Very common,samp. KP4-150,Pumice,Not given,43.8638,144.0763,[22456] MATSUMOTO A. (2018),Not given,Not given,GEOROC,0.018,38.162,0.266,29.13724412,1.052,2.318,,28.75799412,0.004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ilmenite,Very common,samp. 1088,Dolerite,Not given,63.281,-20.626,[1637] STEINTHORSSON S. (1972),Not given,Not given,GEOROC,,50.48,0.09,42.87,1.01,0.84,0.02,4.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ilmenite,Very common,samp. KP4-238,Pumice,Not given,43.2577,144.3406,[22456] MATSUMOTO A. (2018),Not given,Not given,GEOROC,0.028,38.205,0.269,29.46633943,1.039,2.172,0.001,28.69014197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ilmenite,Very common,samp. IOG,"Gabbro, olivine",Not given,34.6,48.4,[26965] SEPAHI A. A. (2023),Not given,Not given,GEOROC,,52.09,,46.11,0.66,1.55,0.01,,,,,,0.01,,,,,,,,,,,,,,,,,,,,,,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ilmenite,Very common,300 LOMROG12-PC05 198.6-201.6 cm 98,Nan,Not given,87.82056,-59.63194,https://doi.org/10.1594/PANGAEA.870973,Not Given,EPMA,Pangaea,,51.706,0.315,47.021,0.106,0.76,,,0.043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ilmenite,Very common,samp. Z,Not given,Not given,-39.0,176.0,[19644] BARKER S. J. (2015),Not given,Not given,GEOROC,0.02166666667,47.70865522,0.1176666667,10.2175978,1.359666667,1.622333333,,38.62912404,0.035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ilmenite,Very common,samp. ML10,Not given,Not given,45.0,-10.0,[19460] BARTOLI O. (2015),Not given,Not given,GEOROC,0.01,43.232,0.058,36.31513964,0.012,1.949,0.038,19.14614091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ilmenite,Very common,GR1718-1,Plutonic rocks,Igneous,40.9626,25.723,https://doi.org/10.1594/PANGAEA.922961,Not Given,EPMA,Pangaea,,52.036,,46.264,1.623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ilmenite,Very common,samp. AJ-58,Phonolite,Not given,28.3,-16.6,[17505] DAVILA-HARRIS P. (2013),Not given,Not given,GEOROC,,47.661,0.057,32.83953471,4.758,2.908,0.022,11.90304967,0.02,,,,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ilmenite,Very common,samp. MGR-22-B-068,Kimberlite,Not given,-9.3779,20.2963,[21507] CASTILLO-OLIVER M. (2017),Not given,Not given,GEOROC,0.09,49.06,0.55,29.35123053,0.34,8.22,0.96,12.03452673,,,,,0.06,,,,,,,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ilmenite,Very common,samp. KP4-147,Scoria,Not given,43.8708,144.4232,[22456] MATSUMOTO A. (2018),Not given,Not given,GEOROC,0.062,37.95,0.26,29.19421987,1.02,2.136,0.007,28.69245563,0.007,,,,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ilmenite,Very common,samp. UDACHNAYA,"Megacryst, clinopyroxene-olivine-ilmenite, xenolith",Not given,66.43485,112.31798,[17442] KOSTROVITSKY S. I. (2004),Not given,Not given,GEOROC,,47.8,0.45,26.5,0.27,9.09,1.28,13.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ilmenite,Very common,samp. 42P,"Syenite, nepheline",Not given,-17.62,-149.47,[561] BARDINTZEFF J.-M. (1988),Not given,Not given,GEOROC,,49.01,0.02,30.49,13.04,0.22,,5.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ilmenite,Very common,samp. KP4-238,Pumice,Not given,43.2577,144.3406,[22456] MATSUMOTO A. (2018),Not given,Not given,GEOROC,0.034,37.873,0.279,29.18086353,1.009,2.171,0.006,29.37637793,0.01,,,,0.013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ilmenite,Very common,samp. KP4-112,Scoria,Not given,43.7765,144.4332,[22456] MATSUMOTO A. (2018),Not given,Not given,GEOROC,0.028,38.373,0.266,29.29659625,1.047,2.295,0.007,28.96768733,,,,,0.073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ilmenite,Very common,samp. ABU-DIAB,"Granite, muscovite",Not given,25.2247,34.2131,[24008] SAMI M. (2020),Not given,Not given,GEOROC,0.04,50.32,0.03,31.79,12.96,0.01,,4.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ilmenite,Very common,samp. MGR-59-B4-A-027,Kimberlite,Not given,-9.3779,20.2963,[21507] CASTILLO-OLIVER M. (2017),Not given,Not given,GEOROC,,44.81,0.43,28.04816834,0.23,6.89,0.8,18.29481676,0.01,,,,0.14,,,,,,,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ilmenite,Very common,samp. KD-81-DP-1A,Kimberlite,Not given,8.633,-10.974,[17366] TOMPKINS L. A. (1985),Not given,Not given,GEOROC,,51.33,,33.0,5.64,4.44,0.32,5.41,,,,,0.02,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ilmenite,Very common,samp. 90AMM-4,Andesite,Not given,60.5,-152.77,[7172] SWANSON S. E. (1994),Not given,Not given,GEOROC,0.07,35.25,0.26,27.44,0.62,2.15,0.02,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ilmenite,Very common,samp. KP4-147,Scoria,Not given,43.8708,144.4232,[22456] MATSUMOTO A. (2018),Not given,Not given,GEOROC,0.049,37.253,0.273,28.88069608,0.963,2.061,0.012,29.48099186,,,,,0.023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ilmenite,Very common,samp. 1-2-12,Andesite,Not given,42.07,140.68,[17180] TAKAHASHI R. (2013),Not given,Not given,GEOROC,0.02,41.59,0.28,31.95,0.68,2.65,0.01,21.56,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
